bodyparts_coords,SL_x,SL_y,SR_x,SR_y,EL_x,EL_y,W1_x,W1_y,W2_x,W2_y,B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,T4_x,T4_y,T5_x,T5_y,Label
3421,193.6529236,104.235527,271.1716003,100.7287369,188.9519653,190.1449738,210.1597595,225.6924438,198.1052856,232.7312927,228.6401978,241.8805847,220.1940765,245.0899048,210.3893585,246.3568878,202.8245697,249.0947266,196.8310242,251.2693329,235.403656,259.9611511,227.9941254,272.3733826,215.4658508,275.5343933,201.9607086,277.6882019,192.6375427,275.1178589,1.0
3422,193.6625214,104.2628937,271.1759644,100.7378006,188.9163361,190.0809631,210.0826721,225.544632,198.0794525,232.5214386,228.4792023,241.7283478,220.1174622,244.8138275,210.2553558,246.1055603,202.8335419,248.8435822,196.8717957,251.0821991,235.2717743,259.8702393,227.005188,272.2367859,215.1957245,275.4061279,201.7821655,277.6366272,192.6380768,274.9150085,1.0
3423,193.7068024,104.2920532,271.1896973,100.7432404,188.9668579,190.0117188,210.1012878,225.356308,198.2296906,232.2632599,228.4849854,241.2827301,219.9852295,244.3556366,210.1830292,245.6295776,202.9208679,248.6116486,196.9841461,250.9939423,235.0881653,259.158783,226.4877014,271.6105347,214.9642639,275.0858459,201.8197479,277.3884583,192.6735077,274.6389771,1.0
3424,193.6925812,104.2849731,271.1625671,100.7546082,188.8634949,189.5825958,209.9991302,225.1023407,198.2552643,231.9061432,228.339386,241.1375427,219.9300232,243.9705505,210.1646271,245.1556244,203.0387573,248.1835175,197.1764221,250.6103668,234.969223,258.6394958,225.9860687,270.7573547,214.2145996,274.410675,201.6396942,276.7828064,192.6390533,274.1098022,1.0
3425,193.7035065,104.194725,271.2005615,100.7236252,188.721344,189.5763397,209.8352509,224.4915161,198.4560547,231.2605743,228.3147736,240.3895721,219.9421539,242.8092957,210.2081451,243.9560852,203.0661163,247.6213379,197.7633514,249.7315063,234.9133911,258.0848999,225.1665192,269.1886902,213.341156,272.7268677,201.2601776,275.0726013,192.345047,273.1033936,1.0
3426,193.7489777,104.1749878,271.2160034,100.5925446,188.6079559,189.5541077,209.5244293,224.1044769,198.5983582,230.7566528,228.353241,239.5651245,220.0566101,241.5904694,210.3816528,242.810791,203.401474,246.3916931,198.0597687,248.7378845,235.2213135,257.1040344,225.468811,267.9069214,214.0205078,270.9139709,201.7105103,273.1752319,192.8371277,271.4810486,1.0
3427,193.7926331,104.0953445,271.2706909,100.6213608,188.5495453,189.3841095,209.4029846,223.2172852,198.6736755,230.2941742,228.5513763,237.4528809,219.322937,239.2034302,209.7580719,240.8562012,203.0323334,244.8793335,198.0552979,247.1138306,235.2284851,255.7485046,226.0403137,265.2980042,213.7009888,268.9393005,201.5786591,270.980957,192.5114441,270.9814758,1.0
3428,193.829483,104.0313263,271.217804,100.5423965,188.348877,189.3050385,208.8503571,222.6932068,198.2974243,229.723877,228.0228424,235.5089722,218.5935516,237.0152893,209.2552948,238.828064,202.6503296,243.4174042,197.6654053,245.9801788,234.4986725,253.0365601,225.5824127,261.6800842,213.8966217,266.4081116,203.0474243,269.4469604,193.6803741,269.1011353,1.0
3429,193.8411865,104.0548782,271.2944336,100.5822296,188.0773315,189.1234894,208.3656464,221.7806396,198.0249329,228.4640808,227.5931244,233.7239075,218.0669708,234.756958,209.4215546,237.0743713,202.2076569,241.690094,197.32341,244.1253052,233.5893402,250.8244019,225.6455841,258.2410889,215.4333496,262.4936829,203.8106689,266.0162354,193.9178162,266.5577393,1.0
3430,193.8349915,103.962738,271.3510742,100.5383606,187.9432831,188.9537811,208.1615448,220.8084412,198.0369873,227.4613037,227.4310303,231.6420746,217.6047363,232.4224243,209.2677612,234.816864,202.1196289,239.2359924,197.1602325,242.2452698,233.7049408,248.2257233,225.8893585,255.3679047,216.4575958,259.4172363,205.9628754,263.447998,195.6669769,264.5507813,1.0
3431,193.9228973,104.0024033,271.3374329,100.5869141,187.7480164,188.6692963,207.6564789,218.9562073,197.8136139,225.3576202,227.1347351,228.4535065,217.1085205,228.9255676,208.417923,231.2433472,201.6869049,236.1131744,196.7273102,240.4546509,233.6140442,244.5586395,225.7103729,251.4914856,216.2736816,255.0187836,206.2362823,259.3571777,196.1505585,260.4645386,1.0
3432,193.9424896,103.945488,271.3679504,100.6322479,187.5007324,188.3683014,207.343811,219.7176819,197.3459167,223.6696014,225.0567627,225.1725006,215.5499268,225.5481873,207.4638824,229.1967926,201.1613312,233.7711029,196.437912,238.3766479,232.6356506,239.7316132,225.3852234,247.1517029,216.7244568,251.7139893,205.928894,254.7996674,196.9459534,257.1965332,1.0
3433,193.9771423,103.8961258,271.5939636,100.3306046,187.0097198,187.597641,206.6085205,217.7582703,196.0645752,223.3392487,224.0115356,222.2976379,215.3934326,222.0765076,206.7667999,226.3040771,200.2250671,231.2766266,195.757782,235.6260681,232.1357422,236.3640137,224.0977783,242.7893066,216.5552979,247.3656616,207.5093079,250.4788055,197.5701599,252.6332855,1.0
3434,193.9216309,103.8103714,271.6035767,100.2903214,186.5917511,187.1632996,206.5041656,215.6346588,195.7695465,221.9315491,224.3112488,218.9376831,214.7906952,219.3988037,206.8683472,223.3848724,200.5278168,228.7184906,196.1668396,233.4586792,232.7410126,231.4765167,225.4796295,237.2198639,217.2177277,241.5104065,209.4091034,246.1609039,200.6440277,249.2689209,1.0
3435,194.0756836,103.7931213,271.6382141,100.2995911,186.2385406,186.8994446,206.4290924,212.0478973,195.1799469,221.5497284,223.7815247,215.9166412,214.1118622,216.1977844,207.0544891,219.5939484,200.8232269,224.5647125,195.6584778,229.9263611,232.6452942,226.4104004,224.1667328,232.7312317,217.7108765,236.8430176,209.9634552,240.2881622,200.555542,245.1474762,1.0
3436,194.1937256,103.6570816,271.7080688,100.2373581,186.0420227,186.4918518,205.1853027,208.8963776,194.9723663,217.7922974,223.6807709,211.4430542,213.8059998,211.6746979,206.268692,216.8208923,201.2453156,221.6416016,195.6690063,224.9892426,231.5536957,222.4822083,224.7572479,227.502182,218.0759735,231.665451,210.6731567,236.0773621,202.4833527,238.2015839,1.0
3437,194.3064728,103.6360168,271.771637,100.2189407,186.1661987,185.7357025,204.1189728,206.0879364,194.5476837,214.5273285,224.5810394,207.2389832,213.6614685,208.3297882,205.9365845,212.6006317,200.3519592,219.2906647,195.6961823,222.7531281,231.0075226,217.4084167,224.8850555,222.1155396,219.2329407,224.9000854,211.8716431,229.7651825,203.5248413,233.979599,1.0
3438,194.4197083,103.5253754,271.7792358,100.2726364,185.5319672,183.3760986,204.6414948,203.1175537,194.080246,211.0888214,226.2094116,203.5160522,214.8494873,202.0617371,206.6669464,206.3249664,200.9505463,214.2057343,195.6023865,218.725769,232.2498322,213.5355835,226.4826202,216.2742615,222.1799622,220.824707,213.9525909,223.5098877,203.550354,229.1950836,1.0
