bodyparts_coords,SL_x,SL_y,SR_x,SR_y,EL_x,EL_y,W1_x,W1_y,W2_x,W2_y,B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,T4_x,T4_y,T5_x,T5_y,Label
2394,190.6994781,86.92470551,276.7731323,94.88343811,174.5724335,179.5050812,202.9054108,220.2224579,195.3366852,226.878891,216.4075623,224.8077698,213.5885925,225.6938934,208.9187622,229.9764404,204.640564,234.1496124,200.9974518,237.5441284,225.2636871,237.3852386,224.6998138,242.9881897,221.6526642,244.5722809,216.665863,245.4122162,212.7190094,247.1573792,2.0
2395,190.7331848,86.98609161,277.7998352,94.82811737,174.50383,179.4443512,202.7123413,219.5621796,195.4785919,226.3284149,216.3979797,224.3716583,213.4194183,225.2158356,208.6204987,229.5983582,204.468399,233.7602997,200.9453125,237.3730011,225.1478882,237.2397156,224.6236877,243.0657959,221.6997681,244.6043854,216.6199493,245.4053345,212.6768036,247.1512909,2.0
2396,190.6033783,87.0219574,277.8257751,94.81030273,174.4297943,179.3974304,201.7810669,219.816391,195.1359711,225.8046417,216.2982788,223.9581451,213.2044983,224.5541382,207.9561005,228.3687439,204.1381226,233.0304871,200.4246521,236.5333099,225.050705,236.3995056,225.0468445,241.2076416,221.3888855,243.6293488,216.2013397,244.2516327,212.0492554,245.9770813,2.0
2397,190.6087036,87.04866791,277.8673096,94.78845215,174.4701843,179.3705597,201.7754669,219.5180511,195.007019,225.6362,216.4855042,223.5840607,213.2762604,224.0946198,208.2768707,228.6969452,204.3089447,232.8560791,200.5478058,236.5055389,225.2226715,236.539856,225.2371216,241.2378387,221.5171509,243.7469788,216.3886108,244.5086975,212.4372406,246.1849823,2.0
2398,190.6388092,87.06963348,276.8579102,94.87397003,174.3674774,179.2277069,201.3936005,218.7292023,194.7172699,224.8333588,216.3753357,222.9111633,212.5366669,226.4981537,207.711792,227.1807251,203.8685913,232.0639038,200.1898651,235.9532623,225.1276245,236.0416718,224.904007,240.8519745,221.2508392,243.3354187,216.0858765,244.3165741,212.0260468,245.8399506,2.0
2399,190.4298401,86.96069336,276.8345642,94.89411163,174.3035126,179.0479736,201.2336884,218.0414124,194.3824615,224.1582642,216.6410828,224.2341614,212.7483826,225.5299988,207.7799683,226.7447815,203.8531189,231.0332947,200.1877289,235.2606049,225.1418457,236.0918427,224.3376312,242.4694672,221.6340332,243.5202332,216.2731628,244.5716095,212.1144409,245.6763458,2.0
2400,190.4344177,86.95124817,277.8424683,94.82168579,174.1993561,178.9429474,200.6437836,217.1389465,193.6608734,223.3105774,216.3429871,223.507782,212.1160889,224.6070251,206.980072,225.3000336,203.1428986,230.3372955,199.6094055,234.962204,224.7325439,235.5544281,225.1797028,240.6352081,221.45755,243.3847504,216.0027161,244.6795044,211.7863159,245.935791,2.0
2401,190.5913849,86.86751556,276.9671021,94.91025543,173.9711609,178.5773315,200.1412811,216.1162415,192.8994293,221.4522247,217.351944,222.9573975,212.6485443,223.5384827,207.2714691,226.8580933,202.8082123,229.0013123,198.5351563,232.839386,225.4029846,236.2593384,224.0393066,242.8848267,222.375885,243.8405609,216.7836914,245.2590485,211.941925,245.9578705,2.0
2402,190.5597076,86.82209015,276.8864136,94.84523773,173.795929,178.4816589,200.4967957,215.6304321,192.6942749,221.8678589,217.4871979,223.1656342,212.6937408,223.6718903,207.4302826,226.9603729,202.5368805,229.1123352,198.2393951,232.7920837,225.3479919,236.5973206,223.4659424,243.1853485,222.1212006,244.8076172,217.862793,245.0941315,210.7800903,246.4996185,2.0
2403,190.5951233,86.79710388,277.9777527,94.78482819,173.6658478,178.1587982,199.4982147,214.5416107,191.4667969,220.8441467,217.0973358,222.1391449,211.5264435,222.2217712,205.9405823,225.6047058,201.1120605,228.2607422,197.2412262,232.8294983,224.8737793,232.9209747,222.9542236,243.1339417,221.9586639,245.171524,217.524353,245.5779877,210.2866211,246.8386078,2.0
2404,190.7129974,86.66036224,277.9926147,94.80905151,173.6599274,177.8236694,199.7446899,214.159256,189.8269501,220.7689667,215.7866669,221.2529907,209.3775787,221.4496918,203.6242981,224.8942719,200.7048645,227.6036682,195.9457397,233.7791443,224.4430084,232.797821,222.9386597,242.6891937,222.2328186,245.4217529,217.089386,246.167099,209.8548126,247.6827545,2.0
2405,190.6684113,86.66532898,276.8628845,94.84423065,173.4896851,177.7028198,198.936142,213.2384491,188.6851654,220.2167206,215.7846375,219.490448,207.3832703,219.8700256,201.3648682,223.4406128,199.0463715,227.1678162,194.5310974,233.322052,223.5980225,232.2506104,224.4707489,240.7231598,221.6535187,245.5271301,216.0892944,246.1402588,211.0266724,249.3226471,2.0
2406,190.6317902,86.55755615,278.0046997,94.64731598,173.4297638,177.2939911,197.879837,211.9193268,187.1536713,219.2761993,215.270752,217.7043304,206.4290161,217.4387665,199.9509125,221.3649292,197.0454712,225.7489777,192.7642365,232.0921478,224.0339966,231.1755371,223.5795135,239.3840637,221.2411346,243.5848541,215.7121429,244.3396606,208.2090912,246.1680145,2.0
2407,190.6279907,86.55220795,278.0964661,94.56677246,172.9651947,176.8323975,196.7092285,210.0014343,186.0163879,219.0650482,215.6481476,217.1955261,207.1187897,216.3546906,198.4845581,218.9810028,195.3053589,223.4094849,191.2131042,229.7918701,223.7503204,230.3218231,223.0102692,238.673172,220.0728607,242.4664764,214.7766724,242.9136047,207.4347839,243.4742737,2.0
