bodyparts_coords,SL_x,SL_y,SR_x,SR_y,EL_x,EL_y,W1_x,W1_y,W2_x,W2_y,B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,T4_x,T4_y,T5_x,T5_y,Label
3313,186.7707825,87.69688416,276.9635925,89.71178436,179.5267792,176.1275024,188.5894775,221.0271606,176.0467224,223.6070862,199.4524536,237.0709991,185.7022095,238.4551239,175.7737274,238.9023132,168.4211426,240.8689575,162.8054352,242.1359253,198.1018982,260.0853882,178.5950623,262.3485107,164.0798187,262.2037964,154.3832245,261.1906128,147.9416046,260.150116,2.0
3314,186.6889343,87.70656586,276.9710083,89.70620728,179.1160736,176.1018219,188.3908386,220.7069397,175.9090881,223.4111328,199.5503845,236.6918793,185.6558533,238.0939178,175.7538605,238.6217499,168.3290558,240.5435944,162.7234344,241.8934479,198.2494354,259.5566711,178.4948273,262.2316589,164.0124054,262.0832214,154.3378296,261.1541138,147.9147339,260.0436707,2.0
3315,186.5745544,87.87756348,276.9974976,89.66123962,178.9468994,176.1019135,187.9773712,220.0997162,175.6564331,223.2006226,199.3131714,236.1136932,185.3468018,238.1120605,175.5252838,238.5673676,168.5748444,240.6661835,162.6354828,242.085556,198.1940308,258.5335083,177.3842468,261.724823,163.1379242,262.0345764,154.0597229,261.2340698,148.1112671,260.0563354,2.0
3316,186.5391846,87.84774017,277.0917664,89.54373932,178.569046,176.0850372,187.4473877,218.663269,175.1213837,221.8353424,198.8236542,234.7210846,184.6740417,237.1642456,174.8199921,237.6961975,167.6291656,240.2739868,162.0885773,241.8610992,198.5682831,255.8733673,175.9843445,261.1409912,162.1037445,261.5612793,153.5977936,261.15271,148.0968475,259.9888611,2.0
3317,186.576828,87.82746887,277.0323486,89.46466827,178.2168121,175.6400909,186.9104614,218.3406067,174.9622345,220.6032257,198.0614624,232.8164673,183.771347,235.6064606,173.9082031,236.8431549,166.8081207,239.4229279,161.3680115,241.259903,198.0568542,254.0180054,174.004364,259.7874756,160.9481354,261.1250305,152.9643402,261.9724426,147.7080841,260.365387,2.0
3318,186.5141296,87.55757904,277.1229248,89.46701813,178.0016937,175.8751984,186.0451508,216.4561615,174.2537231,219.3450928,196.1894531,231.1598663,182.4966583,233.0504608,172.5480957,235.182251,165.7284546,238.1808014,160.5904388,240.3471375,195.9897461,251.0792236,172.0064697,257.5588074,160.1353607,260.6802063,151.8088684,262.2341919,147.3382263,261.1677856,2.0
3319,186.5518799,87.59856415,277.3017578,89.55834198,177.4506836,175.2232819,184.6373596,214.0906372,172.6879883,217.0457001,194.8095093,227.4335327,181.4177704,230.0028534,171.4692688,232.8924255,165.4951782,235.9639587,160.9803009,238.3423615,197.1647491,246.1650238,170.2749023,253.7697296,158.2059174,258.2834778,151.032486,260.2928162,147.4516907,260.0556946,2.0
3320,186.5703583,87.60748291,277.2039185,89.47644806,177.3283997,175.0203552,185.1167603,213.1601715,173.6054077,217.1595764,193.8127594,224.6313477,180.592514,226.2823181,171.5045166,229.1322021,164.6534729,232.6608429,160.4145203,235.2089081,195.7860565,242.9883575,167.3890076,250.8310242,156.3338318,255.0113678,149.883606,256.6726379,146.5969238,257.2376404,2.0
3321,186.519043,87.58963776,277.0808105,89.19945526,176.6351013,174.670517,184.1486969,210.4669952,172.1252136,214.5341644,192.7173462,222.090744,178.3883667,222.5243988,169.4855804,225.4059753,163.6421814,228.8605652,159.1049652,231.5289001,194.7380829,239.1441956,165.7559357,246.1152649,154.9526978,251.3956299,149.0016022,253.6650543,145.8195496,255.1012573,2.0
3322,186.4235229,87.44892883,277.2301636,89.22605896,176.0440826,173.960968,183.4714813,208.2901611,170.9518585,211.094574,191.8804321,218.6158752,177.8035278,219.0241394,168.2275391,221.7475586,163.2617493,224.4730377,159.3771362,227.3899994,194.0634613,235.0071259,166.2502441,240.9246216,155.1911316,244.1524658,148.7376404,246.9739227,145.2484894,249.8311462,2.0
3323,186.5419922,87.45503998,277.2712402,89.2370224,175.2602386,172.826767,182.3838654,204.8107147,170.1493225,210.4877625,191.4662018,215.2764587,177.0813904,216.1150665,168.1854095,216.4773712,163.4498901,220.8090057,158.471405,223.9834595,193.5691681,229.8414154,165.5287476,234.2975616,157.0970154,238.0089874,148.0911102,240.4082031,144.585022,244.5213165,2.0
3324,186.737793,87.37155914,277.3244629,89.16648865,175.0690765,171.8200226,181.9992981,201.5499115,169.3239746,205.8796539,191.1531677,210.7163544,175.7873688,210.2996674,167.4999695,213.2545624,162.2877197,218.8869019,157.8656921,220.5670624,193.4240265,224.6329956,164.562851,228.5632019,155.1214905,232.2346191,147.968277,235.6551971,144.2361145,240.8552094,2.0
3325,186.5428009,87.46916962,277.246582,89.23921967,174.4477539,171.6416779,181.3494873,196.9221344,167.688797,202.049057,190.9178925,206.5440216,175.9315796,204.7490692,168.0210571,208.3817444,162.4071045,212.890564,157.9666138,217.7230377,193.4335938,220.8316956,166.2849274,224.4122925,157.3306885,225.9910431,147.7615204,229.2421722,143.78685,235.4303436,2.0
3326,186.4680328,87.36878204,277.3236084,89.24420166,173.7095032,171.5612793,179.3544312,192.2577515,166.2125397,197.7116699,190.0848236,203.5379181,175.4489594,200.1488647,165.6396179,204.1838379,159.5654144,208.6196594,156.9552612,213.2904053,193.1771088,217.1727448,166.1611481,218.2220917,158.6730499,222.5453949,148.464325,223.9699554,145.5900116,230.116333,2.0
3327,186.587738,87.2492218,277.4661255,88.99931335,173.3075562,171.217392,179.0216217,189.9874725,165.0738831,195.6960449,189.4655151,199.0139008,173.7710571,195.5479279,165.533493,199.2146454,161.009613,205.692337,157.1499634,209.866272,192.0878601,211.3414917,166.7674103,211.0514374,159.7495728,215.3672943,151.318634,219.4386139,147.4935455,225.1209259,2.0
3328,186.6642761,86.97824097,277.5042114,88.99596405,172.1107788,170.3859406,176.4813995,183.2637787,165.7194824,192.8963776,189.4294128,195.6281281,172.6760864,189.7484436,165.7808228,193.1996002,159.070282,201.8866119,156.8644104,207.2229614,194.0160675,208.0269623,176.2758026,206.3383484,164.0488739,210.0828094,156.7065735,212.0331726,149.8456116,219.585495,2.0
3329,186.5181732,86.77558899,277.5294495,89.08750916,171.1930084,167.6325073,177.0446777,181.1963043,164.2922668,188.5443268,189.1138763,192.6051331,174.8039246,184.872345,164.8031158,189.2339783,159.4044647,195.4283905,156.6755981,202.0797272,194.9195099,202.4720306,178.126358,201.322403,167.0626831,206.0702667,157.8148499,208.1585541,149.437561,216.3661346,2.0
3330,186.5072479,86.40549469,277.5772705,89.04589844,171.3409882,167.5565033,175.4177551,178.1862335,163.1676331,185.1073914,188.3231201,189.1224518,175.0747986,181.0036926,165.9691162,185.2328644,159.2688904,189.2830963,156.0639191,195.8457336,194.3848572,197.6753998,178.8548126,197.2843323,168.354599,199.3954163,160.8368835,203.822052,151.666153,211.184494,2.0
3331,186.957428,86.37025452,277.8195496,89.05723572,171.9155273,161.3322449,172.433075,171.8158112,162.1041718,180.432251,189.4128723,183.4996185,175.1601715,174.7761993,166.5385437,178.031662,159.3804626,185.5025024,155.2267609,191.3338165,195.0475464,192.9182892,178.6749115,191.1829071,172.4637146,194.3982849,158.6305084,197.2429504,152.364624,206.633194,2.0
3332,186.7792511,86.29576874,277.8278503,89.06843567,171.5019684,159.6118164,173.3287659,169.5692596,160.3243103,179.204483,190.5041809,180.8187256,175.6734009,169.3477936,165.656311,173.2946167,159.1113892,179.6418762,154.4835968,185.4563904,195.8842468,189.8393402,180.2193451,186.6129761,172.5862885,191.0013428,161.5560455,193.4005127,153.6590881,201.7352448,2.0
3333,186.936676,86.09947968,277.9714355,89.06898499,172.8012695,146.7043762,172.4694214,165.9710846,161.944046,167.5186615,194.5152893,177.4828949,177.2902069,167.4327545,167.0139771,169.3468018,160.4077148,173.8154602,155.4574127,179.5370941,198.7359009,186.5449677,182.0962677,181.4393616,175.1453094,187.1517181,161.9387512,189.766571,154.7715302,195.0154572,2.0
3334,187.1516113,85.9624176,278.0608521,89.05146027,172.6480255,145.2764435,172.626709,164.099411,159.1224823,175.8038635,191.57901,174.1145477,177.545639,162.2688446,168.6192017,164.7905273,161.7017822,169.79216,157.3942719,175.0925751,196.1620483,178.0993195,181.4563293,176.4404602,174.4728546,180.3678741,166.8720551,185.5874176,158.3041229,191.5728302,2.0
3335,187.4224091,85.884758,278.1557312,89.12688446,172.432663,143.6436768,173.294632,159.9734497,158.3513184,175.2945709,191.7694855,168.3441925,178.2512207,158.1750641,168.8148193,160.7136993,161.1857147,166.4343872,157.0458374,173.3493042,196.5125275,176.4064331,185.2353973,170.6118164,174.3706512,178.829361,167.3367004,184.25177,158.6303711,188.8553619,2.0
3336,187.6943359,85.6328125,278.1425781,89.17092133,171.5315094,141.7718353,173.7808533,153.1640015,157.8774719,174.3006287,194.0541687,167.3839111,179.4273834,154.1442719,169.9832611,156.2572021,162.0457306,161.9511108,157.3130493,167.004425,200.7018433,174.8691711,185.753006,167.5239563,175.3643799,177.511673,165.5253296,178.2515259,159.7422333,185.912384,2.0
3337,187.5875702,85.76509094,278.1644287,89.10174561,170.4858246,139.4229736,175.7666626,151.1338043,158.6813812,173.9157715,195.2089539,162.9710693,180.5518036,150.0458221,170.0146484,151.3670807,162.7843781,157.1679688,157.7191315,163.336792,201.6128998,170.957077,188.978653,165.8602905,177.835083,174.3042603,167.7630768,174.651474,159.2597504,180.3483734,2.0
3338,187.6841583,85.51229095,278.074707,89.15182495,177.2846832,131.388855,175.2361145,146.4090576,162.1026764,151.7879486,195.4910431,159.3648834,181.7679901,145.9157562,170.5606537,148.1869507,163.2279205,153.4515839,157.5343018,159.7811432,203.7269287,165.2275696,190.749588,161.5936584,179.6869354,170.019928,168.5297089,171.5828705,160.1955261,176.8066101,2.0
3339,188.1475372,85.62630463,277.9029846,89.08797455,173.9813385,128.501236,174.478714,144.4580841,161.7783356,151.341507,196.7899017,155.7298279,180.0543976,142.6773834,170.384201,143.8735352,163.1422272,150.8861847,158.3667908,155.8624115,203.0214996,163.0357666,191.9621887,158.2828217,181.2374878,169.7479706,172.5825806,173.1376495,163.3811188,176.2556152,2.0
3340,188.5227814,85.4787674,277.7636108,89.13172913,175.0049896,128.505722,170.9553375,144.3594208,163.8239594,160.930191,200.4599152,154.1154785,183.1669464,139.6489563,172.8689575,141.1295319,165.5733795,149.2613525,161.044693,156.1085205,208.208374,160.2390594,194.7987518,156.1061554,187.9728851,159.3644714,175.670166,169.5718689,164.2912903,173.9926147,2.0
3341,188.6768494,85.43827057,277.4320679,89.02659607,174.8845978,128.2296448,171.4819031,143.8420563,164.9647827,160.8970032,203.8227234,150.911499,185.2157593,136.7055511,174.0489655,140.2857666,167.5945129,147.5544281,163.2936249,154.4888916,212.3423767,159.0492554,198.5040131,151.8791656,191.1089172,153.1067963,171.8129578,165.4795227,166.2454224,173.1058807,2.0
3342,188.9906921,85.38729858,277.4188232,89.06125641,163.0517426,151.8799438,171.6261902,144.9866791,168.6139984,165.5106964,207.6543884,150.0757751,188.6160126,135.5790863,176.4793243,139.3100891,169.9741974,146.7486115,164.5511017,152.931427,214.0446625,152.624939,201.4899597,149.7241364,200.1233368,150.3036804,177.282196,165.3485718,168.0281067,171.8259735,2.0
3343,188.9944,85.41501617,277.4337158,89.11269379,164.4606781,149.6877136,181.53302,145.2386017,171.7942963,164.5819244,208.5633087,150.1608429,190.5073853,135.4274902,182.163269,139.476593,172.3588867,145.3887787,168.5259399,154.1230621,216.7887726,153.3903656,207.3453369,146.2238007,204.568512,149.4930115,192.6298523,151.1560516,169.1249542,171.5599365,2.0
3344,188.9494019,84.92438507,277.4515381,89.10019684,164.3865814,147.9578094,173.9232635,145.5174713,171.4814453,163.3711853,208.0753632,148.1033325,190.695755,133.5605011,181.5374451,137.3016205,172.1614685,144.5493774,168.1516418,153.4264832,217.6460571,152.0363922,203.6483154,147.5973816,202.9954529,148.9739532,191.2483673,151.7536774,171.9420319,167.8815308,2.0
