bodyparts_coords,SL_x,SL_y,SR_x,SR_y,EL_x,EL_y,W1_x,W1_y,W2_x,W2_y,B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,T4_x,T4_y,T5_x,T5_y,Label
5643,173.7763062,87.49459839,266.4344788,87.26010895,148.9029694,172.8752289,146.8043823,217.1641541,132.0227051,220.1151428,157.3894043,236.1879272,139.098877,239.5194397,126.4705353,240.4060974,117.4958344,242.6810913,110.8729477,246.6636505,152.8347778,264.6841125,135.3376007,277.6984253,119.4307709,278.9949036,103.4963074,277.9927979,97.9526825,272.0292969,1.0
5644,173.7720184,87.49433899,266.2903442,87.04847717,148.7496643,172.9733429,146.6566162,217.8924408,132.019516,219.7250824,157.4579773,235.3263855,138.9368744,238.90802,126.2687759,239.7586517,117.3331146,242.1615143,110.7522888,246.2138519,152.9116516,264.0094299,135.2956543,277.2128601,119.1451263,278.8484802,103.3716431,277.8396912,97.91508484,271.9832458,1.0
5645,173.6191254,87.41297913,266.2786865,87.1496582,148.3039703,172.8658447,146.6102142,217.4393005,132.0499878,219.5012512,157.2797241,234.5541077,138.6740723,238.1622925,126.228653,239.3880157,117.4173431,241.7353058,110.9931259,246.0502319,153.0662384,263.197998,135.708847,276.5641479,119.3229065,278.3898315,103.2613068,277.615509,98.01913452,272.008606,1.0
5646,173.6800079,87.4298172,266.3569336,86.97386932,148.2184906,172.6043396,146.4886627,216.7791748,131.9624786,218.9282837,157.084671,233.8325653,138.3808289,237.3577576,126.3322067,238.4401703,117.5580292,240.994751,111.2042618,245.5421906,152.9743958,262.5535889,136.2451324,275.4741211,119.6518173,277.5093384,104.1140594,276.7174072,98.54524231,271.5150146,1.0
5647,173.761673,87.39050293,266.5020752,87.03946686,147.9671936,172.4538116,146.370163,216.1425018,131.719162,218.3726196,157.4315643,233.4140625,138.0410919,236.5354919,126.2069168,237.4930115,117.4332581,240.5040894,111.1911697,245.4151764,153.1914063,261.2524109,137.1113892,274.6046143,120.7103424,277.0777588,104.1808319,276.0250854,98.90492249,271.3900146,1.0
5648,173.9154663,87.27253723,266.40271,86.92359924,147.5834198,172.0628662,146.3176575,215.2664642,131.7317657,217.5860138,157.4741669,232.3024597,138.0094147,235.15625,126.3262024,235.9694672,117.3336716,239.5881805,111.4235687,244.6553802,153.2262421,259.942627,137.6201019,273.0626831,121.3231888,276.1394348,105.7078857,274.65979,99.52622986,270.7073669,1.0
5649,173.6964264,86.92195892,266.5030518,86.84169006,147.409317,171.6717987,146.5520935,214.2482452,131.631546,219.016037,157.5551758,230.7069092,137.4851379,233.4590454,126.3171463,234.6181793,117.4225998,238.7838745,111.5783997,244.473175,153.1708374,257.8169861,137.0596466,271.2095032,121.6337967,274.8304749,106.417244,273.530304,99.75577545,270.1311951,1.0
5650,173.7671509,86.9210434,266.508606,86.87757111,147.3503113,171.4191589,146.3892822,212.7041931,131.6628418,217.655426,157.4576569,228.6715698,137.3424072,231.078476,126.5423508,232.1622467,117.8872757,236.7894897,112.0655136,242.5991974,151.497818,256.1022339,137.0194855,267.8417358,122.149704,272.1693726,107.3198166,271.7186279,100.1691742,268.5661316,1.0
5651,173.8565674,86.97908783,266.6543579,87.01729584,147.1773071,171.2530365,146.1973267,211.0804901,131.9895782,216.1271515,157.3175964,226.0513458,137.8794556,227.7722168,126.3511429,229.6563568,118.0994263,234.8403931,112.1577454,240.9107819,151.3895721,251.8501434,136.7624969,264.0744324,123.3868713,269.4477844,108.7528687,269.8797302,101.0653229,266.9723816,1.0
5652,173.9314117,87.02832794,266.8026123,86.94373322,147.033783,170.9925079,146.0224152,208.9117584,133.3083038,214.55159,156.7642517,222.139328,138.1305847,224.089859,127.0534363,227.0099945,119.1510544,232.6094666,114.1864548,239.6920624,153.3507996,247.8585052,137.9213562,261.4643555,124.7988663,266.9539185,109.8718872,267.9024658,102.3054276,265.7983704,1.0
5653,174.2310028,87.07139587,266.7698975,87.24185944,147.4494019,169.832962,146.9403076,208.6607208,134.3829346,212.346283,157.0307465,218.6414948,138.3683472,220.9713745,127.0116272,223.5390167,119.4990082,230.1177979,114.5916367,237.7001038,154.2332611,243.9421234,138.7698212,257.2116699,126.5991592,263.5015259,112.7919617,265.4700012,105.1840363,264.3965454,1.0
5654,174.2737427,87.15119934,266.8061218,87.24013519,147.3601227,169.3853455,148.3394012,206.4581604,135.6614532,209.9713135,159.0933838,218.2060852,138.9932709,217.5335083,128.0651093,219.5259247,120.4562454,226.4087677,115.3369446,235.2088928,153.7802887,240.287674,140.1986542,252.3485107,128.6437073,258.5952759,116.1375656,263.1424561,108.3005905,262.6764221,1.0
5655,174.1151886,86.97662354,266.8320313,87.16864777,147.7310486,168.6498718,148.971344,203.2739868,136.1006775,209.5486603,159.7685547,214.5519562,140.3049316,213.9189301,128.6110992,215.1413727,120.6502533,222.3259125,114.6944275,233.2462158,155.0980988,234.6171722,143.2304077,246.3630676,132.3407593,252.8856964,120.3713989,257.9819031,110.7867508,259.4972839,1.0
5656,174.1416168,86.98799133,266.9768982,87.16371155,148.0813293,168.7219238,148.6972656,200.474884,136.8932648,206.3392487,160.1988373,209.1339111,141.6382446,207.7550964,130.0127563,211.0281067,121.540657,218.5200348,116.9276199,227.9231262,155.912384,230.6499786,144.549057,239.4934845,134.8810883,246.438736,122.2012558,251.8606262,113.3759918,255.5134125,1.0
5657,174.2015991,87.00863647,266.9547424,87.03829193,147.8774261,168.8469849,148.8880463,195.1681213,135.7501068,200.7738953,160.2043762,205.4516602,141.5209503,204.0791321,130.5085144,206.176651,122.4261475,216.8174896,118.4443359,223.3366241,158.609787,224.4184875,146.1820221,232.6256409,136.7595215,240.3617249,125.0467529,246.4024811,116.3506699,250.1022644,1.0
5658,174.1369019,86.87345123,266.975647,87.02509308,147.5701447,168.309494,150.2394867,193.4949951,139.8375549,198.6186066,162.1677246,201.6777649,143.21521,198.5894775,131.2330017,202.4987946,123.3343201,212.8921204,119.2026215,221.0331573,160.5496216,218.2520142,150.7978821,227.1499481,142.2681885,231.8575287,129.0371552,238.677063,119.8275146,243.7963257,1.0
5659,174.29953,87.03577423,267.0262146,86.99311066,147.0932159,167.4833527,151.2187958,188.766449,138.6768799,195.9628143,164.8697357,196.7823029,145.3455048,192.4627228,134.4048157,195.9796906,126.7622681,207.6277008,119.573555,217.7122192,163.3724976,216.2212067,152.6501312,221.141861,143.1566772,228.2098083,133.842041,232.9864502,122.6568069,238.4581757,1.0
5660,174.4438324,87.02813721,267.1248169,87.04379272,146.3665161,166.5741425,151.3807678,185.7860718,137.9248352,191.3625336,166.307251,193.0649261,148.33078,188.5275726,135.4683838,191.2311096,127.7959213,203.7528076,122.0163498,212.8991089,167.2620544,211.5743103,156.7905273,213.5307922,146.0099487,219.7598419,135.5723419,226.215271,127.2077637,233.4214325,1.0
5661,174.4976501,86.88320923,267.1287231,87.0623703,146.0906677,165.6618805,151.2510529,181.3909302,137.9188538,189.0502472,167.2662659,189.8644562,150.1025696,183.7093658,136.5355377,188.2266388,128.9089661,199.3215027,125.6762848,209.1391907,169.2497559,203.9576263,159.7099609,209.1930237,150.143219,213.2968597,139.000412,220.3465118,130.4506989,227.0103912,1.0
5662,174.3719177,86.7541275,267.0850525,87.11565399,145.9524994,163.6401367,152.1901245,177.0679779,138.7030334,186.2868805,169.2992096,186.0427094,152.3520966,179.316803,138.1504211,182.9967346,130.3870697,194.1304626,127.0651016,206.1604462,172.694809,200.548584,162.598999,203.674057,153.0320435,209.3612671,141.1215363,217.4894409,131.821991,222.7451782,1.0
5663,174.6277161,86.78376007,267.1105957,87.11528015,145.6133881,161.0521393,151.4135742,175.868042,139.4628906,183.887207,169.0994415,181.4202271,152.8822784,174.8502197,139.1861572,179.9336853,131.9450836,192.5732117,128.6982574,204.1167908,173.6429596,195.8087769,165.0222473,198.577179,156.2487488,205.3085327,143.4320526,213.3420715,135.0075684,219.681839,1.0
5664,174.7212067,86.67671204,267.1210327,86.9952774,147.4282074,162.403595,152.7510071,171.7384949,139.9109802,181.4960327,170.7685242,178.2424469,156.5522461,171.1472473,142.0255737,176.1087036,135.0720825,188.791214,130.4723053,197.0672607,174.8483582,192.5191956,167.266037,192.9740753,157.2313232,197.4449005,145.5610352,207.3833008,136.7156067,214.4207611,1.0
5665,174.7440186,86.66625214,267.3713074,87.06604004,148.0744781,160.005127,155.9771881,167.8414459,140.0323334,179.3173981,173.430603,175.6379395,157.3287964,167.0016174,142.8354797,172.5853729,136.2360992,185.1716003,133.0179443,194.6053619,177.4105072,187.8099976,169.2987213,188.6600494,159.4221191,193.9764557,150.075943,202.2194061,140.5464325,210.2467194,1.0
5666,174.9205017,86.57028198,267.3296814,86.99964905,148.3723145,157.0996094,156.9525757,164.6439972,142.7187347,175.4712067,173.6321716,172.8480835,159.9357452,163.3010559,146.3265991,168.2520447,137.5510254,181.4928741,135.2354736,191.2135925,181.3927765,183.296463,173.5378876,185.0828094,163.0066376,189.214325,153.7239532,196.8066101,144.1143188,207.312149,1.0
5667,175.2185364,86.47660828,267.3237915,86.98924255,148.1009216,155.5974426,159.0591125,160.9680939,143.2226868,172.8248138,177.815155,168.7335815,161.273468,160.1809845,148.8933563,165.3361969,139.7343292,177.1216125,137.1525726,187.9569244,184.446228,180.697937,175.7484589,182.9009399,167.1000977,188.2551422,157.2434692,194.7711334,147.2033539,204.2934113,1.0
5668,175.4893494,86.34350586,267.3985901,86.99541473,151.2911224,156.0136261,159.1575165,159.226593,144.0628815,171.7463531,179.0980835,166.2198486,162.4718781,157.5465393,149.9670258,163.3937225,141.0306854,175.3031158,139.237381,186.2878571,187.6167908,178.091095,178.273819,180.1704712,169.7209015,185.9537506,159.3762512,193.5517273,150.5647278,202.447525,1.0
5669,175.1296539,86.56053925,267.5030518,87.02080536,152.0270538,154.2561951,160.0661316,156.696106,147.7513733,168.5764313,179.6878967,163.5403442,164.6339569,153.7248077,151.0181122,160.5040283,142.0762024,173.405899,140.4425354,184.3143158,188.4111023,177.2762604,180.6625061,178.3280792,171.5598297,185.0594025,160.8674927,192.3230896,152.8021545,200.103241,1.0
5670,175.2812195,86.61882782,267.4521484,87.15607452,151.999588,153.4698792,161.0987091,154.7298584,147.927475,167.2367249,180.8040314,161.8701782,165.7851257,152.1252136,152.7952728,158.451416,143.6659851,171.8881683,141.286087,181.7641602,190.0508423,174.8920441,183.231781,176.4374237,171.3653107,181.7267151,163.3806305,188.33461,154.3453064,197.9238129,1.0
5671,175.4783478,86.57012177,267.6192627,87.20619965,153.3496552,152.0722656,162.6447144,153.5480347,148.9201355,166.4457703,183.1886292,161.0404968,167.1263123,151.7278595,153.440918,157.1238708,144.8546753,171.4782562,142.5874634,180.7172546,191.7262726,173.2673035,184.6141968,175.1747284,172.140152,180.5523834,164.459549,187.2531128,155.6355896,196.5578766,1.0
5672,175.4951935,86.50388336,267.6862488,87.20569611,153.9391174,150.8470154,163.7202911,152.4551086,149.0802307,165.4689178,185.0784302,159.8452148,169.9445496,151.1582336,155.4545441,155.8750458,147.1268311,170.181778,144.056488,179.7056122,194.4371185,171.6374054,185.6471405,173.9479065,175.1483765,179.2772675,166.4320374,186.1968994,156.3576355,195.5296326,1.0
5673,175.7295074,86.50260925,267.6665955,87.2462616,152.7532501,148.0251923,165.0791016,151.8418884,150.2885132,165.1155396,186.6661224,159.0124512,171.2432861,149.8771057,157.1970978,155.0747528,148.5759735,169.5354614,145.7808838,179.3171082,196.3664551,170.9128723,188.6932678,173.3065491,177.1881104,178.9250488,167.049469,185.5930786,157.4038544,195.0919952,1.0
5674,176.0029907,86.59142303,267.7232971,87.23722839,153.6771698,147.333252,167.7471161,151.1842346,151.0717163,164.2565155,187.6537933,156.9892578,171.9654236,147.9692078,157.9438477,154.2037048,149.5582581,168.5866394,146.5810699,178.9747467,196.8549194,171.4294891,190.8733521,173.0423889,178.9154053,177.8794861,170.0869141,184.503479,158.9441071,194.241684,1.0
5675,176.3499298,86.75695038,267.7359924,87.14652252,154.4722595,147.1233368,168.7279205,151.1367645,152.0378723,163.6007843,189.4465179,155.7667847,173.7148438,147.2308807,159.2850494,153.4804993,150.7465057,168.6111145,147.8800049,178.7201843,199.3192596,169.9433594,193.0094757,172.3106537,180.0596313,177.8243713,168.5223083,185.9011841,159.5081329,194.8054047,1.0
5676,176.5569916,86.7024765,267.7575684,87.21980286,155.5464935,146.1170197,169.2693481,150.1242218,152.6251831,162.5901642,190.6147461,155.2669678,174.8436279,146.3325958,160.9130859,153.2106628,151.7908936,165.853653,148.8365631,177.468811,200.61026,169.5435486,193.8042603,172.0406799,181.213089,177.3156586,171.121994,184.5594025,160.8956757,193.2058105,1.0
5677,177.1982422,86.70708466,267.4506836,87.08377075,157.1410675,144.9287415,170.2520447,149.6371918,154.890152,160.7298584,191.4458618,155.1866302,176.0022125,146.0214081,161.0718994,152.2176819,153.1225433,165.1801453,150.2468109,176.4937286,201.8046722,168.9480743,195.73909,171.8856506,181.9721069,176.145874,170.0548706,183.3436432,160.304306,192.5216675,1.0
5678,177.1520996,86.66120148,267.3973389,87.09188843,157.3922424,144.6552887,170.9122314,149.372757,157.8557739,160.2294159,192.3843079,154.7503357,176.6563873,145.2794342,161.8506012,151.8365631,153.9929962,164.474884,151.2394867,175.0511627,202.5525665,168.9642029,196.8722076,172.2657318,183.4757996,176.3213806,171.2920227,183.2014771,161.5644226,191.6642609,1.0
5679,177.2776184,86.69853973,267.4067078,87.16773987,158.8112183,144.0693054,172.0251923,149.0657349,158.7790375,160.2132568,193.2541199,154.3716888,177.3595734,144.970108,162.3808746,152.2567596,154.6057739,165.011734,151.7178345,175.6544647,203.3381653,168.8764648,197.5777588,172.2333527,183.5221252,176.8374329,171.200119,183.4647827,161.8774261,192.1039581,1.0
5680,177.4541016,86.47077179,267.5406494,87.06269836,159.9594727,143.1874542,173.0219269,148.8681641,159.6906738,160.1252289,192.8379364,153.3135071,178.6108398,144.5993958,163.3890839,152.3538208,155.5827637,165.2523956,152.6054382,175.5547791,204.8249817,168.2107697,198.8213654,171.7193146,183.8322906,175.6947937,170.855835,184.4680023,161.5677643,192.4117889,1.0
5681,177.5198517,86.58795166,267.6774292,86.99565887,160.0450745,142.9997406,173.47966,148.9014587,160.3030396,160.3453674,193.8833466,153.4723969,179.5401764,144.4712067,164.1516571,152.4743652,156.3635864,165.4128418,153.2658997,175.4841309,207.6348419,165.8340607,199.2745819,172.0077667,183.8115234,175.811554,170.0381012,185.4590607,161.2489014,193.0882721,1.0
5682,177.4328613,86.42993927,267.7596741,86.89589691,160.9180298,142.3105164,174.03862,148.8372955,160.4851685,160.0440369,195.1680756,153.3331451,180.3785706,143.934845,164.7894135,152.2534637,156.9806061,165.6196899,153.8360901,175.4759979,208.5821991,168.2623138,200.4694366,171.5291138,185.26297,175.9530182,170.684082,185.6616974,161.9304352,193.3360138,1.0
5683,177.5725861,86.51100922,267.8280029,87.03216553,161.2679749,141.8266907,174.4525757,148.5813599,160.8127899,159.9438629,195.8011017,153.3753815,180.818985,143.9546661,167.9116669,150.7606354,157.4219971,165.818573,154.3042145,175.518631,209.8594055,168.302002,201.3121185,171.958847,185.0391235,176.4945526,169.231781,186.8174438,161.5371094,193.779541,1.0
5684,177.7315521,86.51996613,267.9671021,87.14977264,161.4511871,141.7363586,174.7578735,148.5218048,161.0302582,159.9172821,196.9958038,153.5066528,181.3705902,143.775528,168.2933044,150.6549683,158.1353149,166.0683289,154.9292603,175.5070648,211.0925598,168.23349,202.0040588,172.2988892,185.2386475,176.8234711,170.8130951,186.4470367,162.2567749,193.73172,1.0
5685,177.7279816,86.22000885,267.8829956,87.12657928,163.0181732,139.0642395,175.5081787,148.2241821,161.6227264,159.3550568,198.1325836,153.2707672,182.0849762,143.6715546,169.1147461,150.4796143,158.8922119,165.8154449,155.9984436,175.2795105,212.0974579,168.3108521,205.0153198,171.2277069,186.6856232,177.1991119,171.7388611,186.5356445,162.8115234,193.81604,1.0
5686,177.8183594,86.05053711,267.8661804,86.98895264,163.979599,138.2096558,176.1291046,147.9833221,161.9540863,159.0791779,198.3140259,154.1924591,184.4813843,146.1488953,169.5812073,150.3974152,159.2230988,165.9519806,156.3882904,175.1649017,213.9499512,167.2367859,207.1685333,171.3661804,187.2986145,177.2483673,170.9764404,188.7008057,163.0080109,194.281723,1.0
5687,177.8610535,86.07076263,267.8607178,86.99165344,164.5706024,137.9573517,176.5720825,147.776474,162.3946838,158.9044342,198.9148407,154.0407257,185.1831818,145.9178009,170.3544769,149.9665527,160.0982666,165.6046143,157.3450165,174.6166687,214.4898376,168.1495056,207.8261871,171.6938629,188.247467,177.0147858,173.2634735,186.9126587,163.5540161,193.9261627,1.0
5688,178.2017365,86.01474762,267.878418,86.96540833,165.5074005,136.9666595,176.3404236,146.3911133,163.0018311,158.7165222,199.7365112,153.9441681,185.6467133,146.0760803,170.8748932,150.0423584,160.4102478,166.0433197,157.6764526,174.7004852,215.0961761,169.3723602,208.8019104,172.014267,188.0944672,177.0610504,171.3440704,188.7671051,162.7102814,193.9285889,1.0
