bodyparts_coords,SL_x,SL_y,SR_x,SR_y,EL_x,EL_y,W1_x,W1_y,W2_x,W2_y,B1_x,B1_y,B2_x,B2_y,B3_x,B3_y,B4_x,B4_y,B5_x,B5_y,T1_x,T1_y,T2_x,T2_y,T3_x,T3_y,T4_x,T4_y,T5_x,T5_y,Label
4418,187.9969788,87.40354919,275.9207764,95.48397827,171.0305328,181.2994995,186.2241364,220.5623932,175.0796814,224.6715088,199.8604889,236.8669586,189.9464569,239.1545105,180.6793365,240.3347931,173.3488312,242.5966187,168.0584106,243.0909882,203.4596558,257.4576416,189.8757172,266.1384277,178.7381134,268.6185913,170.2352448,267.6677551,164.2615967,263.7665405,1.0
4419,188.0809631,87.40437317,275.9711304,95.55145264,170.8820953,181.2761536,186.5120087,219.9112244,175.2819061,224.200119,199.8920898,235.5603027,189.9111786,237.5131531,181.1347046,238.6253967,173.8182068,241.3834534,168.888031,242.385849,203.4762726,256.4249573,191.0730743,265.2374878,180.4820251,267.5669556,171.9498291,266.667572,165.6076202,263.0026245,1.0
4420,188.0351868,87.38949585,276.0406799,95.70104218,170.7404633,181.0905457,187.1262817,219.4822388,176.2823029,223.7608032,200.3211212,234.0651855,190.7197113,235.5161285,182.201767,236.8311157,175.2797089,239.2513428,169.9395142,241.3768311,203.6026611,254.5216522,193.631546,264.0250549,182.5253906,265.5934448,174.1739197,264.4997253,167.6631012,261.8821106,1.0
4421,187.9790192,87.42229462,276.0283203,95.65971375,170.6413269,180.6820068,187.1913452,218.4599609,176.2585144,223.0967102,199.9588776,232.1937256,191.0275726,233.4089813,182.4342957,234.9581604,175.746521,237.8188782,170.5111694,240.2623444,203.9180603,251.1432648,194.8006287,260.0485229,184.6679382,263.2552795,175.8204041,263.2348633,169.5060425,260.2213745,1.0
4422,188.0249786,87.35015869,276.0011902,95.58083344,170.5614166,180.2463226,187.313446,218.1856842,176.1859131,222.0375977,199.8609314,229.2067871,190.6909637,230.1796265,182.4508972,232.7248993,176.0458069,236.2003326,171.2657623,238.7468262,204.5807495,248.6502228,196.1080017,256.7796326,186.7671814,260.4502869,178.2834015,260.9772949,171.0568695,258.7382813,1.0
4423,188.0094299,87.44789124,276.0312805,95.5568161,170.3930511,179.6199799,186.9569244,216.7457275,175.8666534,220.2884827,199.6502991,226.5660858,190.6394196,226.1083221,182.3565674,228.3545074,176.3081207,233.3189087,172.1600494,236.2293396,204.4533997,245.6303864,197.519577,253.1582794,188.101059,257.233429,180.2458038,258.2016296,172.9373627,255.7716522,1.0
4424,188.181076,87.5011673,276.0541992,95.61161041,170.1637421,178.7727661,185.9691772,213.9738617,175.542984,219.114151,200.613205,224.0285339,191.0350647,222.0518799,182.6986237,224.5054779,176.584549,229.2991638,172.8137665,233.0973053,204.7588654,241.9875488,198.5405579,248.9069214,190.8519897,253.735199,183.0302429,253.8750763,175.6470337,251.5680084,1.0
4425,188.1369629,87.62870789,276.0401001,95.63491058,169.9258728,177.951004,185.3888855,211.3236084,175.714447,216.4469147,201.2915344,219.8317261,191.8278656,219.3190002,183.8234711,221.3065186,177.6844635,225.2922058,173.3855133,229.4363708,206.558075,237.3980713,201.175415,243.7959747,194.6553345,247.3329773,187.3647003,249.5911407,178.1778259,247.4620667,1.0
4426,188.0457458,87.69303131,276.0845337,95.69611359,169.34375,176.656723,184.5350952,208.4438324,175.5339355,212.5169067,201.9865723,216.8729401,192.9120178,214.9093475,184.4322662,216.356842,178.078537,221.6295776,173.9716644,224.9056854,208.2786865,232.6923218,204.8059845,238.1089325,197.1179352,240.9605255,189.3413544,242.6192932,179.6659698,240.971283,1.0
4427,188.0746002,87.64980316,276.0921021,95.61438751,168.8289032,174.9960175,184.9443665,203.7754974,174.0936432,210.3066559,201.5779114,212.1951447,192.4949799,207.8564911,183.6984253,211.7867889,177.7226105,218.1186523,174.5070648,220.5889893,207.6568451,227.5222778,204.529129,232.3538666,197.9882965,235.0736084,190.196106,236.5920715,180.9070587,235.2972717,1.0
